Identifier,Label,Status,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped status,Mapped type,IsLive,IsMappedLive
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,221,Rail cards for disabled or older people,Live,Service,1,1
106,Community transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,273,Older people's bus pass,Discontinued,Service,1,0
107,Cycling,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1530,Cycle hire,Live,Service,1,1
107,Cycling,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1566,Cycling schemes,Live,Service,1,1
108,"Footpaths, byways and bridleways",Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,613,Public rights of way,Live,Service,1,1
108,"Footpaths, byways and bridleways",Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,614,Rights of way enforcement,Live,Service,1,1
108,"Footpaths, byways and bridleways",Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1120,Rights of way maintenance,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,478,Council car parks,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1799,Cycle and motorcycle parking,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,274,Disabled parking bays,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,279,Disabled parking permits,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,114,Estate parking,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1725,Lorry parking,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,474,Parking permits,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,473,Parking zones,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,475,Pavement parking,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,479,Private car parks,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,471,Street parking enforcement,Live,Service,1,1
110,Parking,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,472,Vehicle clamping and removal,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,637,Bus stops and shelters,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1715,Ferries,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,902,Journey planning,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,904,Planned transport service changes,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1778,Quality contract schemes for bus services,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,903,Real time transport information,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,906,"Stations, stops and shelters",Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,905,Transport service disruption information,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,907,Transport tickets and passes,Live,Service,1,1
111,Public transport,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,908,Transport timetable information,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,547,Cycle training,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,546,Cycling and walking to school schemes,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,545,Dangerous road improvements,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,783,Driver training,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,568,Pedestrian crossings,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1586,Play streets,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,784,Road safety cameras,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,573,School crossing patrols,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,543,Speed humps,Live,Service,1,1
112,Road safety,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,571,Speed limits,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1599,Bus lanes and routes,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1539,Business travel and commuting,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1111,Car sharing,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1112,Park and ride,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,542,Red routes,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1587,Road congestion reduction,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,548,Traffic schemes,Live,Service,1,1
113,Transport schemes,Live,,2013-04-03,2013-04-03,,Function,105,Transport and highways,Transport and highways,,contains,1132,Travel plans,Live,Service,1,1
171,Highways,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,105,Transport and highways,Transport and highways,,,,,,,1,0
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,554,Bridge strengthening,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,566,Communal lighting,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,555,Drain and gully clearance,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,537,Pavement maintenance,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,536,Pavement obstructions,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,558,Personal injury and damage claims,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,553,Road bridges,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,1762,Road construction,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,561,Road gritting,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,557,Road maintenance,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,550,Road obstructions,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,549,Road surveys,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,569,Road works notification,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,562,Snow clearance,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,559,Street furniture,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,564,Street lighting,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,786,Taxi ranks,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,574,Verge maintenance,Live,Service,1,1
109,Highway maintenance,Live,,2013-04-03,2013-04-03,,Function,171,Highways,Transport and highways,Highways,contains,563,Wall maintenance,Live,Service,1,1
172,Highways policy,Live,,2016-09-12,2016-09-12,Added in March 2016 review,Function,171,Highways,Transport and highways,Highways,contains,1706,Prospectively maintainable highways,Live,Service,1,1
